hospital_id,hospital_name,region,city,capacity_beds,capacity_staff,date,patients_admitted,patients_released,patients_in_care,icu_patients,available_beds,available_staff,emergency_cases,mortality_rate,disease_name,new_cases,new_deaths,vaccination_rate,test_positivity_rate,risk_level,temperature_c,humidity_percent,population_density,public_alert,region_mobility_index,medical_supplies_index,staff_absence_rate,avg_wait_time_minutes,response_time_minutes
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-11-02,43,88,254,18,30,356,42,1.26,Dengue,102,2,38.48,8.92,élevé,34.9,42.0,1030.4,True,0.97,0.51,0.04,37.0,40.0
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-11-03,77,87,98,20,186,359,29,0.89,Covid-19,20,5,59.42,17.47,faible,28.7,56.0,3439.2,False,0.67,0.48,0.06,5.6,19.2
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-11-04,11,39,163,12,121,365,13,3.22,Grippe,8,4,34.4,10.8,faible,23.8,59.0,1103.8,False,0.93,0.38,0.14,161.4,43.5
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-11-05,41,63,204,14,80,396,2,1.86,Covid-19,25,6,64.94,14.86,faible,37.5,59.6,1201.0,False,0.72,0.8,0.02,100.2,12.8
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-11-06,65,47,260,10,24,355,37,2.99,Covid-19,54,4,45.23,3.97,modéré,22.2,54.1,1108.2,False,0.44,0.79,0.15,15.6,55.9
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-11-07,74,59,41,25,243,387,39,2.39,Covid-19,70,6,94.02,19.91,modéré,38.5,63.0,2529.1,False,0.64,0.55,0.16,130.6,53.4
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-11-08,20,79,85,14,199,363,4,2.49,Paludisme,80,3,33.43,23.86,élevé,22.9,64.9,4345.3,False,0.28,0.33,0.14,150.2,25.5
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-11-09,42,33,164,1,120,352,45,1.15,Paludisme,59,1,66.54,14.88,modéré,25.6,75.2,4329.9,False,0.86,0.69,0.1,125.0,59.6
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-11-10,75,58,145,0,139,376,8,1.05,Dengue,117,6,65.34,3.33,élevé,38.3,84.9,1256.5,True,0.48,0.61,0.02,110.7,8.0
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-11-11,89,75,253,4,31,392,3,3.97,Dengue,0,10,62.5,22.91,faible,35.8,46.7,3565.5,False,0.41,0.82,0.01,25.1,3.7
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-11-12,78,28,183,25,101,386,47,0.51,Covid-19,6,10,52.55,3.13,faible,37.3,62.9,3783.6,False,0.91,0.59,0.13,155.1,42.3
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-11-13,74,28,220,12,64,373,57,0.85,Choléra,100,4,52.43,4.18,élevé,22.8,66.2,3038.6,True,0.97,0.36,0.13,52.7,54.8
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-11-14,79,85,249,10,35,377,33,2.61,Grippe,103,7,37.0,16.16,élevé,24.8,56.0,988.9,True,0.97,0.34,0.2,159.7,20.6
