hospital_id,hospital_name,region,city,capacity_beds,capacity_staff,date,patients_admitted,patients_released,patients_in_care,icu_patients,available_beds,available_staff,emergency_cases,mortality_rate,disease_name,new_cases,new_deaths,vaccination_rate,test_positivity_rate,risk_level,temperature_c,humidity_percent,population_density,public_alert,region_mobility_index,medical_supplies_index,staff_absence_rate,avg_wait_time_minutes,response_time_minutes
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-01-07,33,28,272,0,12,376,51,0.76,Dengue,79,3,44.02,17.93,modéré,36.1,79.9,2804.9,False,0.34,0.43,0.18,37.6,43.5
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-01-08,63,77,250,22,34,372,40,0.78,Grippe,20,9,56.99,3.12,faible,30.3,47.6,2637.0,False,0.64,0.53,0.09,154.5,42.6
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-01-09,61,40,271,7,13,392,27,3.22,Paludisme,0,2,46.48,5.75,faible,35.7,47.3,2791.1,False,0.4,0.8,0.04,53.2,8.2
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-01-10,58,70,183,22,101,376,7,1.42,Grippe,76,6,65.71,17.26,modéré,30.0,88.5,4597.9,False,1.0,0.49,0.18,121.9,48.7
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-01-11,55,49,263,8,21,368,6,3.2,Choléra,107,1,62.53,14.88,élevé,30.7,61.1,232.1,True,0.22,0.99,0.03,16.2,56.6
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-01-12,13,69,118,19,166,393,36,2.98,Choléra,46,9,58.69,13.45,modéré,24.8,60.7,2849.1,False,0.97,0.8,0.06,108.3,24.9
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-01-13,99,35,182,1,102,361,33,2.0,Paludisme,27,1,32.78,19.06,faible,30.3,64.5,3020.9,False,0.31,0.42,0.09,167.4,45.9
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-01-14,98,17,194,1,90,385,12,2.1,Covid-19,16,9,52.33,25.32,faible,27.0,44.2,3833.2,False,0.4,0.42,0.09,29.6,57.3
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-01-15,86,7,225,6,59,387,5,1.07,Covid-19,108,0,57.06,27.31,élevé,33.5,88.3,4685.8,True,0.57,0.52,0.01,144.0,37.3
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-01-16,42,47,29,2,255,377,53,1.54,Paludisme,53,3,63.6,4.74,modéré,35.8,67.7,618.1,False,0.42,0.94,0.11,148.7,36.4
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-01-17,79,18,228,25,56,347,21,2.06,Covid-19,42,6,30.07,26.42,modéré,32.5,60.1,1832.3,False,0.26,0.47,0.01,40.1,55.1
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-01-18,84,50,216,9,68,395,36,1.05,Grippe,87,5,38.6,18.09,élevé,23.2,79.3,270.0,True,0.2,0.91,0.14,99.5,45.4
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-01-19,16,15,161,25,123,357,22,1.34,Paludisme,47,8,52.16,15.09,modéré,34.1,50.6,2988.1,False,0.85,0.91,0.11,155.8,16.9
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-01-20,33,24,76,20,208,349,59,3.9,Paludisme,92,8,34.43,28.64,élevé,37.1,85.5,2107.3,True,0.28,0.71,0.08,83.0,45.4
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-01-21,52,41,149,18,135,397,14,0.99,Grippe,47,5,75.27,4.57,modéré,23.4,79.2,4383.4,False,0.94,0.68,0.13,35.1,12.6
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-01-22,56,31,62,19,222,395,50,1.72,Dengue,114,1,36.02,27.56,élevé,30.6,73.4,2421.3,True,0.35,0.63,0.03,132.2,34.5
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-01-23,86,84,117,24,167,355,18,3.35,Covid-19,63,10,55.36,11.95,modéré,33.1,54.7,2784.7,False,0.35,0.52,0.07,168.1,28.0
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-01-24,37,20,122,2,162,395,41,1.9,Dengue,83,7,70.3,26.04,élevé,35.8,87.4,4400.9,True,0.72,0.66,0.06,98.5,42.2
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-01-25,37,50,182,14,102,351,10,1.52,Choléra,1,3,84.72,22.86,faible,29.1,86.7,1787.9,False,0.35,0.38,0.15,105.9,22.3
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-01-26,61,58,39,0,245,382,26,0.61,Dengue,98,6,69.5,10.18,élevé,29.4,56.3,3515.8,True,0.22,0.98,0.05,136.7,8.6
