hospital_id,hospital_name,region,city,capacity_beds,capacity_staff,date,patients_admitted,patients_released,patients_in_care,icu_patients,available_beds,available_staff,emergency_cases,mortality_rate,disease_name,new_cases,new_deaths,vaccination_rate,test_positivity_rate,risk_level,temperature_c,humidity_percent,population_density,public_alert,region_mobility_index,medical_supplies_index,staff_absence_rate,avg_wait_time_minutes,response_time_minutes
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-08-26,96,16,534,2,6,378,36,3.19,Grippe,58,8,76.19,17.94,modéré,29.5,89.1,2145.5,False,0.37,0.54,0.03,158.4,51.2
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-08-27,45,26,60,23,480,338,2,0.72,Grippe,85,3,42.72,18.24,élevé,23.2,84.1,3801.8,True,0.59,0.52,0.13,75.4,42.6
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-08-28,49,37,189,24,351,372,4,2.61,Choléra,4,0,45.63,9.12,faible,33.2,80.0,648.7,False,0.51,0.55,0.14,150.0,25.3
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-08-29,33,66,351,24,189,365,40,1.6,Paludisme,82,8,42.86,25.36,élevé,37.7,84.7,2256.5,True,0.86,0.42,0.15,117.5,13.6
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-08-30,22,73,101,8,439,371,44,0.53,Dengue,14,4,92.95,11.48,faible,36.8,52.5,4661.6,False,0.28,0.77,0.02,171.5,54.9
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-08-31,74,23,426,19,114,378,51,2.14,Grippe,90,8,59.51,15.69,élevé,32.4,63.0,2171.6,True,0.35,0.52,0.16,28.5,34.2
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-09-01,70,31,74,1,466,347,5,3.93,Dengue,94,4,36.2,4.43,élevé,33.6,55.2,3145.2,True,0.42,0.72,0.16,134.2,5.7
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-09-02,82,20,421,15,119,387,44,2.9,Paludisme,20,9,90.95,2.41,faible,25.2,69.8,3918.6,False,0.72,0.51,0.09,148.1,13.1
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-09-03,33,48,490,16,50,341,40,1.59,Covid-19,62,3,60.64,9.45,modéré,22.4,40.4,1704.3,False,0.25,0.6,0.12,23.4,23.6
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-09-04,34,22,425,2,115,368,23,1.74,Covid-19,110,9,92.37,21.73,élevé,38.2,50.5,4063.2,True,0.73,0.71,0.19,109.9,13.8
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-09-05,11,79,371,24,169,380,34,1.26,Dengue,17,2,35.07,12.6,faible,23.3,80.8,1430.3,False,0.83,0.34,0.08,71.7,27.3
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-09-06,38,56,515,0,25,352,18,1.75,Dengue,14,10,41.06,15.1,faible,31.9,55.5,2361.9,False,0.23,0.31,0.19,169.4,31.7
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-09-07,45,56,293,4,247,383,21,0.63,Choléra,27,9,37.77,18.21,faible,25.3,45.1,4418.4,False,0.23,0.92,0.01,158.1,12.7
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-09-08,11,40,106,2,434,357,32,2.7,Dengue,30,2,56.04,28.98,modéré,24.8,83.7,1880.9,False,0.46,0.54,0.09,170.6,43.8
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-09-09,95,14,278,18,262,370,28,3.08,Grippe,105,4,32.26,20.02,élevé,29.4,44.5,4981.2,True,0.91,0.51,0.13,20.6,28.1
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-09-10,33,49,434,18,106,373,15,3.54,Covid-19,103,8,51.32,17.36,élevé,32.1,62.4,2115.5,True,0.27,0.87,0.14,80.4,57.1
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-09-11,46,39,248,24,292,384,48,3.13,Grippe,70,8,61.95,15.94,modéré,36.4,82.5,503.7,False,0.46,0.86,0.14,162.0,59.5
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-09-12,26,9,136,22,404,352,11,1.85,Choléra,7,10,63.95,10.02,faible,29.3,85.4,4337.2,False,0.71,0.98,0.05,153.0,8.7
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-09-13,53,88,131,24,409,344,60,0.21,Covid-19,4,0,32.72,3.98,faible,26.7,47.8,3508.2,False,0.86,0.58,0.08,104.9,40.1
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-09-14,14,81,277,18,263,378,3,1.34,Paludisme,5,0,77.23,18.63,faible,27.5,53.1,4629.9,False,0.77,0.81,0.15,18.5,10.8
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-09-15,54,80,443,8,97,346,42,3.15,Covid-19,24,0,39.88,9.86,faible,33.7,62.9,922.2,False,0.76,0.9,0.08,51.9,20.2
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-09-16,39,75,419,0,121,369,43,0.29,Grippe,91,10,42.35,16.67,élevé,35.8,40.6,1855.2,True,0.5,0.95,0.16,52.4,40.1
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-09-17,38,22,64,1,476,387,15,2.06,Grippe,67,8,79.65,20.68,modéré,32.0,64.4,1496.6,False,0.33,0.7,0.08,64.6,13.9
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-09-18,79,90,461,7,79,371,46,0.61,Paludisme,31,0,91.9,14.33,modéré,30.4,40.0,2479.9,False,0.69,0.41,0.1,129.4,51.8
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-09-19,81,39,528,5,12,363,2,2.87,Paludisme,46,8,46.64,22.32,modéré,36.4,55.7,4580.8,False,0.24,0.49,0.17,46.9,15.5
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-09-20,89,24,191,0,349,353,56,1.63,Choléra,89,4,56.54,19.11,élevé,24.0,55.8,2505.5,True,0.89,0.93,0.17,49.2,12.1
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-09-21,74,25,528,7,12,343,54,1.18,Choléra,110,9,54.35,13.42,élevé,35.1,54.6,1536.8,True,0.53,0.45,0.16,147.7,35.7
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-09-22,98,34,177,8,363,374,26,1.46,Dengue,7,1,88.92,28.49,faible,30.1,54.9,2283.8,False,0.66,0.87,0.12,165.4,33.1
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-09-23,56,72,123,13,417,353,37,3.46,Covid-19,0,6,85.66,7.82,faible,26.7,46.9,2354.3,False,0.27,0.95,0.02,145.7,21.0
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-09-24,76,6,274,11,266,370,2,2.94,Choléra,3,9,37.95,28.99,faible,33.1,74.9,2445.0,False,0.39,0.56,0.08,22.0,21.4
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-09-25,69,41,504,9,36,352,56,3.87,Paludisme,103,6,87.24,9.08,élevé,23.8,72.9,3121.9,True,0.79,0.72,0.03,7.6,39.7
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-09-26,49,37,471,16,69,374,46,3.2,Choléra,38,3,35.99,19.83,modéré,33.1,60.4,4533.5,False,0.23,0.43,0.08,101.7,10.2
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-09-27,14,26,208,14,332,370,18,1.86,Covid-19,43,5,70.29,3.71,modéré,38.9,52.6,4969.8,False,0.59,0.75,0.06,135.1,13.9
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-09-28,47,44,215,9,325,365,16,0.21,Grippe,108,0,83.3,27.33,élevé,26.8,60.2,2461.7,True,0.88,0.63,0.1,67.3,4.8
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-09-29,35,37,59,5,481,362,4,1.13,Paludisme,9,6,81.75,14.42,faible,26.7,85.1,2524.0,False,0.82,0.83,0.12,27.5,9.3
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-09-30,43,45,476,16,64,358,33,2.03,Grippe,47,2,83.74,15.53,modéré,22.1,71.8,220.7,False,0.35,0.85,0.14,88.6,54.0
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-10-01,61,35,265,16,275,364,20,1.93,Choléra,50,10,33.94,5.89,modéré,28.8,48.5,2948.0,False,0.23,0.97,0.13,62.5,46.4
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-10-02,25,57,239,19,301,340,8,0.63,Grippe,18,4,61.53,17.93,faible,27.8,76.6,3013.9,False,0.92,0.61,0.1,164.4,14.6
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-10-03,71,8,524,3,16,360,1,0.38,Dengue,67,9,47.15,18.49,modéré,38.3,48.0,3433.4,False,0.87,0.7,0.01,170.9,52.3
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-10-04,73,55,425,10,115,341,9,3.73,Covid-19,70,8,59.44,12.1,modéré,23.2,85.7,517.6,False,0.51,0.7,0.1,148.3,34.3
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-10-05,42,31,501,14,39,373,27,3.04,Grippe,35,0,50.53,5.72,modéré,23.5,66.5,388.3,False,0.82,0.73,0.18,39.1,41.7
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-10-06,38,78,196,10,344,363,3,2.98,Dengue,14,4,40.94,2.81,faible,32.6,59.0,4488.2,False,0.28,0.55,0.2,101.1,30.4
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-10-07,57,46,191,24,349,360,41,0.25,Covid-19,42,7,90.95,17.78,modéré,35.1,77.2,1244.8,False,0.75,0.64,0.13,107.3,58.6
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-10-08,46,35,210,2,330,339,59,0.54,Choléra,119,1,56.59,4.23,élevé,36.3,73.5,509.5,True,0.61,0.71,0.2,113.3,34.5
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-10-09,83,22,133,17,407,348,57,0.49,Covid-19,82,8,38.67,3.6,élevé,34.7,88.9,1520.6,True,0.36,0.73,0.05,154.9,55.0
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-10-10,88,70,523,24,17,357,13,1.79,Dengue,65,1,76.1,11.07,modéré,34.7,84.1,3374.9,False,0.34,0.57,0.02,94.2,3.1
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-10-11,35,32,260,12,280,374,12,1.69,Dengue,86,0,58.7,19.88,élevé,25.1,49.5,2146.9,True,0.91,0.92,0.11,52.2,7.3
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-10-12,44,68,215,17,325,364,42,0.57,Covid-19,31,4,41.69,14.37,modéré,23.7,47.6,4400.0,False,0.77,0.35,0.13,126.8,44.0
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-10-13,94,45,467,21,73,365,14,3.59,Covid-19,73,7,45.43,5.72,modéré,25.9,56.3,3445.6,False,0.93,0.53,0.12,17.0,55.8
8,Centre Hospitalier Régional de Saint-Louis,Saint-Louis,Saint-Louis,540,387,2024-10-14,84,56,105,25,435,349,21,1.41,Choléra,11,2,30.88,26.25,faible,22.1,42.5,4500.3,False,0.24,0.35,0.2,106.8,51.4
