hospital_id,hospital_name,region,city,capacity_beds,capacity_staff,date,patients_admitted,patients_released,patients_in_care,icu_patients,available_beds,available_staff,emergency_cases,mortality_rate,disease_name,new_cases,new_deaths,vaccination_rate,test_positivity_rate,risk_level,temperature_c,humidity_percent,population_density,public_alert,region_mobility_index,medical_supplies_index,staff_absence_rate,avg_wait_time_minutes,response_time_minutes
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-08-24,86,74,212,20,52,552,52,2.85,Choléra,42,0,71.34,12.22,modéré,24.3,41.4,2810.6,False,0.32,0.81,0.12,125.3,19.7
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-08-25,52,29,183,17,81,537,19,0.28,Choléra,57,7,46.22,11.65,modéré,23.2,44.2,822.9,False,0.69,0.58,0.02,106.5,16.3
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-08-26,59,33,133,21,131,532,19,0.89,Choléra,44,0,80.07,18.44,modéré,30.6,74.0,281.4,False,0.82,0.81,0.01,147.9,33.0
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-08-27,24,46,163,2,101,524,41,3.65,Covid-19,51,4,53.36,7.37,modéré,22.4,43.1,1732.7,False,0.71,0.92,0.1,117.0,36.7
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-08-28,27,29,97,8,167,544,25,2.06,Covid-19,28,6,54.98,28.09,faible,24.9,88.5,2507.6,False,0.5,0.37,0.06,86.5,47.9
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-08-29,38,32,164,5,100,552,25,3.24,Paludisme,76,4,82.36,12.07,modéré,31.5,52.9,4626.5,False,0.57,0.64,0.02,91.6,43.5
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-08-30,11,79,88,12,176,532,57,0.32,Paludisme,69,8,46.38,25.81,modéré,30.6,88.6,3738.0,False,0.4,0.73,0.13,159.1,21.6
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-08-31,24,52,25,22,239,545,9,2.99,Grippe,113,9,31.58,2.46,élevé,22.9,80.3,4006.3,True,0.63,0.88,0.04,50.1,52.0
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-09-01,14,59,258,12,6,537,59,3.45,Paludisme,95,10,65.46,9.95,élevé,30.8,73.5,258.0,True,0.76,0.95,0.04,83.8,26.9
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-09-02,52,67,45,15,219,532,30,2.34,Dengue,58,7,89.33,19.74,modéré,24.1,83.9,1213.4,False,0.49,0.63,0.15,151.0,43.6
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-09-03,72,52,211,19,53,534,37,1.6,Grippe,110,5,59.37,16.35,élevé,27.8,83.7,1123.5,True,0.83,0.98,0.09,168.3,6.1
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-09-04,26,79,262,17,2,546,55,3.22,Grippe,15,9,32.58,1.27,faible,37.0,51.3,4264.6,False,0.22,0.55,0.03,45.6,57.4
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-09-05,59,72,37,6,227,525,48,2.44,Paludisme,109,3,69.34,19.62,élevé,31.6,40.4,2983.5,True,0.56,0.8,0.19,76.5,44.2
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-09-06,33,59,219,4,45,514,21,2.42,Paludisme,90,9,90.08,5.41,élevé,37.6,63.6,627.6,True,0.58,0.37,0.12,125.8,26.4
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-09-07,32,6,59,4,205,533,40,0.62,Covid-19,9,2,89.14,10.58,faible,33.0,65.9,2919.6,False,0.79,0.97,0.11,23.5,17.3
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-09-08,72,38,209,8,55,559,10,3.43,Grippe,98,6,74.94,1.98,élevé,24.3,42.6,906.3,True,0.57,0.74,0.17,73.7,21.9
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-09-09,76,34,35,0,229,551,20,1.99,Choléra,82,2,60.17,14.42,élevé,35.0,79.5,1006.9,True,0.79,0.43,0.13,73.2,29.7
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-09-10,65,20,113,1,151,540,13,3.0,Paludisme,34,3,47.04,4.01,modéré,34.6,87.2,4379.4,False,0.57,0.86,0.07,102.0,43.1
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-09-11,70,39,118,16,146,546,29,2.71,Grippe,15,4,58.58,2.18,faible,33.8,41.2,4593.0,False,0.46,0.44,0.02,38.7,26.6
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-09-12,24,14,49,22,215,540,17,1.04,Paludisme,98,7,86.65,21.37,élevé,33.2,50.3,2978.7,True,0.33,0.31,0.01,166.9,55.6
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-09-13,77,89,207,4,57,532,39,0.28,Grippe,110,0,31.9,24.32,élevé,34.0,67.9,2714.3,True,0.28,0.61,0.09,72.1,49.4
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-09-14,64,64,190,0,74,523,11,0.49,Paludisme,56,1,53.32,20.15,modéré,35.3,42.5,2965.0,False,0.49,0.93,0.07,136.3,45.6
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-09-15,70,22,217,9,47,554,34,3.43,Paludisme,7,6,87.54,27.47,faible,31.6,60.7,3557.7,False,0.63,0.93,0.18,13.6,16.5
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-09-16,42,38,58,13,206,529,8,3.35,Dengue,116,5,84.97,11.11,élevé,24.3,73.8,1119.8,True,0.73,0.78,0.16,61.3,16.2
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-09-17,74,23,205,12,59,559,21,2.95,Choléra,2,3,62.82,27.92,faible,30.5,76.3,2329.8,False,0.57,0.61,0.06,56.5,48.2
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-09-18,78,48,52,2,212,521,8,0.91,Choléra,31,0,53.91,19.96,modéré,36.3,55.3,4760.3,False,0.85,0.68,0.07,119.4,25.5
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-09-19,54,62,53,7,211,524,7,1.43,Choléra,2,9,82.03,24.89,faible,38.5,87.6,550.0,False,0.63,0.78,0.11,76.5,18.3
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-09-20,49,79,154,10,110,518,44,0.12,Covid-19,93,8,73.18,23.72,élevé,37.1,45.3,2514.2,True,0.35,0.88,0.17,150.0,20.3
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-09-21,94,66,108,16,156,519,57,1.92,Grippe,8,0,60.94,1.91,faible,38.5,64.8,723.4,False,0.41,0.45,0.09,66.0,58.7
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-09-22,92,61,227,16,37,523,57,2.46,Grippe,61,9,51.36,27.9,modéré,24.9,71.5,2384.8,False,0.64,0.68,0.04,64.7,54.1
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-09-23,79,46,131,9,133,535,26,1.61,Covid-19,21,9,39.79,9.19,faible,37.7,71.5,1569.8,False,0.38,0.83,0.08,108.1,26.4
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-09-24,31,21,114,7,150,527,24,2.95,Covid-19,120,4,69.14,10.19,élevé,34.9,58.7,1647.9,True,0.55,0.37,0.19,106.7,21.4
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-09-25,16,84,33,5,231,522,56,1.17,Choléra,103,1,39.37,1.14,élevé,22.0,46.1,1525.6,True,0.88,0.59,0.16,24.3,20.8
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-09-26,60,89,141,10,123,540,43,2.68,Grippe,96,5,86.9,23.61,élevé,22.0,81.3,400.1,True,0.66,0.39,0.17,72.5,52.9
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-09-27,55,11,213,12,51,536,14,0.87,Covid-19,36,7,65.36,11.85,modéré,31.9,59.7,2675.2,False,0.6,0.95,0.19,126.0,49.2
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-09-28,11,89,81,9,183,548,17,3.34,Dengue,15,10,91.01,5.6,faible,23.4,50.8,4473.3,False,0.65,0.78,0.11,158.6,31.8
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-09-29,53,70,115,16,149,523,9,0.98,Choléra,22,9,88.93,26.39,faible,30.7,51.4,4502.4,False,0.39,0.92,0.19,160.1,6.0
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-09-30,33,35,95,14,169,553,0,0.16,Choléra,15,8,31.71,12.33,faible,33.6,79.5,2833.0,False,0.65,0.6,0.13,160.6,29.8
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-10-01,17,61,117,2,147,514,3,1.84,Grippe,81,7,36.03,11.76,élevé,25.9,62.3,2942.0,True,0.63,0.59,0.03,68.4,25.5
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-10-02,88,20,20,0,244,539,59,3.82,Paludisme,10,7,30.74,13.85,faible,38.8,65.7,4051.6,False,0.33,0.35,0.16,87.5,18.5
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-10-03,14,58,242,24,22,552,23,2.4,Choléra,91,0,79.98,29.22,élevé,32.2,42.9,4150.8,True,0.22,0.41,0.05,38.8,47.3
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-10-04,97,80,147,1,117,536,9,3.68,Covid-19,25,4,68.74,6.06,faible,37.4,84.7,2214.2,False,0.25,0.32,0.0,151.0,36.0
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-10-05,40,17,193,22,71,543,25,2.22,Dengue,104,8,30.48,23.1,élevé,35.3,55.2,999.6,True,0.43,0.75,0.0,103.3,44.4
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-10-06,55,9,54,4,210,512,56,0.76,Dengue,0,4,83.0,7.97,faible,29.7,73.2,3598.1,False,0.26,0.86,0.14,105.7,13.5
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-10-07,81,61,58,6,206,538,4,0.2,Choléra,20,8,56.59,13.07,faible,23.0,84.1,4177.9,False,0.97,0.65,0.06,9.0,34.6
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-10-08,51,50,237,23,27,530,5,2.77,Covid-19,39,0,83.33,7.83,modéré,35.8,80.2,988.3,False,0.44,0.82,0.2,161.6,5.3
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-10-09,43,26,205,15,59,537,57,2.42,Covid-19,40,10,80.62,7.45,modéré,32.9,62.1,3140.1,False,0.37,0.36,0.11,30.0,46.3
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-10-10,70,44,95,7,169,526,47,3.49,Paludisme,109,2,65.45,22.69,élevé,38.8,49.0,764.1,True,0.76,0.86,0.0,26.4,13.1
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-10-11,34,21,104,22,160,560,22,1.57,Grippe,48,5,49.89,15.48,modéré,29.6,47.7,1298.1,False,0.5,0.56,0.04,38.6,43.2
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-10-12,44,50,153,6,111,515,35,3.3,Covid-19,82,3,51.23,29.37,élevé,29.2,70.0,4455.8,True,0.56,0.39,0.07,133.5,42.5
