hospital_id,hospital_name,region,city,capacity_beds,capacity_staff,date,patients_admitted,patients_released,patients_in_care,icu_patients,available_beds,available_staff,emergency_cases,mortality_rate,disease_name,new_cases,new_deaths,vaccination_rate,test_positivity_rate,risk_level,temperature_c,humidity_percent,population_density,public_alert,region_mobility_index,medical_supplies_index,staff_absence_rate,avg_wait_time_minutes,response_time_minutes
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-02-06,97,19,39,14,225,552,18,1.77,Paludisme,40,3,72.21,23.92,modéré,32.9,48.5,1659.8,False,0.52,0.69,0.11,91.0,26.9
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-02-07,75,41,62,10,202,516,24,1.3,Grippe,72,2,60.82,9.32,modéré,28.3,54.9,3787.8,False,0.52,0.64,0.06,45.6,20.8
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-02-08,82,68,23,15,241,521,10,2.46,Grippe,97,10,93.04,11.36,élevé,33.1,78.3,4512.4,True,0.57,0.9,0.06,18.8,8.1
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-02-09,67,34,230,2,34,548,27,1.65,Dengue,110,7,56.84,27.7,élevé,25.1,89.1,3575.8,True,0.86,0.84,0.11,178.5,59.4
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-02-10,62,5,215,2,49,539,31,0.11,Covid-19,120,7,55.9,9.65,élevé,33.0,57.7,3406.1,True,0.87,0.99,0.06,10.6,23.0
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-02-11,41,77,171,22,93,557,57,2.22,Covid-19,109,0,52.21,8.26,élevé,32.4,74.2,3170.2,True,1.0,0.93,0.19,37.4,50.9
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-02-12,72,56,224,1,40,525,41,1.81,Covid-19,42,9,92.68,2.01,modéré,25.2,66.6,2604.5,False,0.56,0.63,0.07,159.6,27.4
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-02-13,87,82,138,1,126,531,50,3.07,Paludisme,96,9,89.02,23.78,élevé,26.8,55.8,1951.2,True,0.42,0.34,0.01,22.9,45.9
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-02-14,31,10,228,10,36,535,13,2.48,Dengue,3,1,38.98,29.68,faible,29.9,48.3,1582.9,False,0.42,0.92,0.1,164.0,40.0
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-02-15,22,34,174,15,90,539,18,2.48,Paludisme,15,0,52.5,1.2,faible,25.8,76.0,605.7,False,0.78,0.41,0.01,151.4,34.4
5,Centre Hospitalier Régional de Fatick,Fatick,Fatick,264,560,2024-02-16,15,26,85,25,179,522,42,2.2,Covid-19,79,6,71.32,1.49,modéré,33.4,78.3,4454.6,False,0.72,0.65,0.08,103.5,25.3
