hospital_id,hospital_name,region,city,capacity_beds,capacity_staff,date,patients_admitted,patients_released,patients_in_care,icu_patients,available_beds,available_staff,emergency_cases,mortality_rate,disease_name,new_cases,new_deaths,vaccination_rate,test_positivity_rate,risk_level,temperature_c,humidity_percent,population_density,public_alert,region_mobility_index,medical_supplies_index,staff_absence_rate,avg_wait_time_minutes,response_time_minutes
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-02-26,71,84,107,10,177,391,29,0.96,Paludisme,24,8,68.79,8.2,faible,37.4,76.0,789.0,False,0.99,0.5,0.16,133.7,55.8
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-02-27,23,76,283,9,1,393,11,2.91,Dengue,26,3,71.14,18.98,faible,37.7,46.7,449.2,False,0.22,0.49,0.08,45.6,29.9
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-02-28,42,10,185,16,99,396,20,1.87,Dengue,14,7,62.55,18.4,faible,25.1,88.9,185.1,False,0.7,0.41,0.17,171.7,31.9
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-02-29,70,12,177,18,107,365,25,0.76,Choléra,62,10,72.54,16.09,modéré,38.2,57.3,1982.4,False,0.86,0.63,0.18,98.3,39.3
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-03-01,23,49,45,20,239,355,53,0.46,Covid-19,7,4,30.25,6.37,faible,36.8,71.3,2607.6,False,0.77,0.55,0.01,135.8,13.8
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-03-02,47,42,163,13,121,392,55,3.37,Choléra,78,6,78.29,19.15,modéré,37.0,41.2,4916.8,False,0.52,0.45,0.19,32.6,28.8
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-03-03,71,71,128,6,156,380,12,1.6,Covid-19,111,0,90.77,2.05,élevé,39.0,70.7,2292.3,True,0.33,0.83,0.08,156.1,24.7
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-03-04,70,16,84,7,200,384,35,1.17,Choléra,82,4,91.29,5.83,élevé,25.6,67.7,298.1,True,0.22,0.44,0.12,22.5,7.1
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-03-05,82,72,80,7,204,360,32,1.93,Covid-19,99,5,62.56,18.46,élevé,27.4,44.3,2539.7,True,0.61,0.36,0.09,108.2,15.9
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-03-06,100,31,160,24,124,353,46,3.52,Dengue,85,2,49.19,10.4,élevé,23.8,86.3,1743.9,True,0.52,0.91,0.08,14.5,29.7
