hospital_id,hospital_name,region,city,capacity_beds,capacity_staff,date,patients_admitted,patients_released,patients_in_care,icu_patients,available_beds,available_staff,emergency_cases,mortality_rate,disease_name,new_cases,new_deaths,vaccination_rate,test_positivity_rate,risk_level,temperature_c,humidity_percent,population_density,public_alert,region_mobility_index,medical_supplies_index,staff_absence_rate,avg_wait_time_minutes,response_time_minutes
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-04-16,95,37,173,3,111,393,51,1.44,Grippe,100,5,91.72,21.79,élevé,30.8,62.9,1763.5,True,0.24,0.94,0.03,21.9,23.5
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-04-17,31,30,64,8,220,390,4,0.7,Paludisme,110,0,41.31,17.27,élevé,22.0,74.2,4798.6,True,0.71,0.89,0.06,42.1,59.2
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-04-18,89,51,96,15,188,362,57,1.54,Covid-19,59,5,83.83,10.75,modéré,24.2,56.1,4480.2,False,0.32,0.43,0.1,75.0,11.9
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-04-19,43,83,282,9,2,381,12,2.96,Grippe,45,8,74.4,2.06,modéré,23.3,41.8,2289.1,False,0.52,0.6,0.07,131.5,60.0
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-04-20,94,81,153,13,131,389,13,3.44,Choléra,94,10,32.58,7.97,élevé,22.9,40.7,3047.6,True,0.96,0.45,0.06,61.0,19.2
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-04-21,17,10,263,3,21,353,28,0.19,Covid-19,118,6,31.22,26.04,élevé,29.2,59.6,2242.6,True,0.45,0.69,0.0,51.1,12.4
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-04-22,40,23,251,21,33,372,49,0.7,Dengue,25,7,85.25,7.2,faible,28.1,55.5,1802.0,False,0.77,0.49,0.08,105.6,8.9
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-04-23,77,87,237,16,47,361,39,1.36,Dengue,9,1,44.24,16.84,faible,32.3,72.4,3608.3,False,0.23,0.67,0.02,163.1,58.8
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-04-24,86,23,154,1,130,354,60,1.52,Covid-19,83,3,36.16,14.44,élevé,22.8,54.7,517.9,True,0.76,0.96,0.15,165.5,11.9
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-04-25,79,17,262,21,22,377,29,1.09,Choléra,96,0,42.39,5.22,élevé,33.2,78.7,3406.8,True,0.44,0.83,0.09,160.5,5.8
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-04-26,42,59,273,24,11,396,19,1.24,Grippe,116,5,85.73,14.24,élevé,24.4,43.8,4050.2,True,0.8,0.65,0.06,151.1,15.5
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-04-27,24,22,133,23,151,375,41,2.66,Dengue,100,5,86.91,7.52,élevé,26.2,71.4,4008.1,True,0.62,0.9,0.09,64.3,20.0
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-04-28,48,28,220,23,64,390,8,3.51,Choléra,58,1,62.43,13.99,modéré,26.7,81.3,700.4,False,0.8,0.91,0.13,146.6,10.4
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-04-29,11,78,203,17,81,390,46,3.77,Covid-19,95,4,59.08,16.33,élevé,35.8,63.7,4866.1,True,0.63,0.67,0.0,138.0,49.8
10,Centre Hospitalier Régional de Tambacounda,Tambacounda,Tambacounda,284,397,2024-04-30,19,69,249,24,35,395,11,0.46,Grippe,74,2,48.47,3.58,modéré,27.3,58.2,4406.2,False,0.5,0.68,0.09,53.6,27.9
